page,statement,row_label,actuals_2019_20_revenue,actuals_2019_20_capital,actuals_2019_20_total,BE_2020_21_revenue,BE_2020_21_capital,BE_2020_21_total,RE_2020_21_revenue,RE_2020_21_capital,RE_2020_21_total,BE_2021_22_revenue,BE_2021_22_capital,BE_2021_22_total
39,Statement 4B,316.   Aid for Cultural & Heritage Project,,,,,,,1.0,,1.0,10.0,,10.0
39,Statement 4B,Demand No. 29,1187.35,2000.0,3187.35,1013.95,530.01,1543.96,2659.08,4760.01,7419.09,2244.01,5010.01,7254.02
39,Statement 4B,317. National Investment and Infrastructure Fund (NIIF),1.42,2000.0,2001.42,3.0,500.01,503.01,3.0,4750.01,4753.01,3.0,5000.01,5003.01
39,Statement 4B,318.   Viability Gap Funding,11.85,,11.85,210.69,30.0,240.69,50.0,10.0,60.0,240.0,10.0,250.0
39,Statement 4B,319.   Indian Companies,21.02,,21.02,20.85,,20.85,208.59,,208.59,225.0,,225.0
39,Statement 4B,320.   Exim Bank,1153.06,,1153.06,779.41,,779.41,2397.49,,2397.49,1776.01,,1776.01
39,Statement 4B,Demand No. 30,234.41,,234.41,,,,,,,,,
39,Statement 4B,321. Public Financial Management System (PFMS),234.41,,234.41,,,,,,,,,
39,Statement 4B,Demand No. 31,606.28,6350.48,6956.76,1240.0,9650.04,10890.04,11843.67,13650.01,25493.68,3498.9,25800.02,29298.92
39,Statement 4B,322. Recapitalization of Public Sector Banks,,,,,0.01,0.01,,0.01,0.01,,0.01,0.01
39,Statement 4B,323.   Subscription to the Share Capital of Export-Import,,950.0,950.0,,1300.0,1300.0,,1300.0,1300.0,,1500.0,1500.0
39,Statement 4B,324.   Recapitalization of Insurance Companies,,2500.0,2500.0,,6950.0,6950.0,,9950.0,9950.0,,,
39,Statement 4B,325.   Subscription to Share Captial of National Bank for,,1500.0,1500.0,,1000.0,1000.0,,1000.0,1000.0,,2000.0,2000.0
40,Statement 4B,326.   Recapitalization of Regional Rural Banks (RRBs),,700.51,700.51,,200.01,200.01,,200.0,200.0,,1200.0,1200.0
40,Statement 4B,327.   Equity Capital to Micro Units Development,,-0.03,-0.03,,0.01,0.01,,,,,,
40,Statement 4B,328.   Equity support to India Infrastructure Finance,,500.0,500.0,,,,,,,,,
40,Statement 4B,329.   Equity Support to Industrial Finance Corporation of,,200.0,200.0,,200.0,200.0,,200.0,200.0,,100.0,100.0
40,Statement 4B,330.   Grants to ICICI Bank for Externally Aided,,,,0.01,,0.01,,,,0.01,,0.01
40,Statement 4B,331.   Contribution to Financial Inclusion Fund (FIF) of,,,,20.0,,20.0,20.0,,20.0,10.0,,10.0
40,Statement 4B,332.   Grants to NABARD to settle the claims under Indo-,0.85,,0.85,0.86,,0.86,0.85,,0.85,0.84,,0.84
40,Statement 4B,333.   Subsidy to National Housing Bank for Interest,,,,0.01,,0.01,,,,0.01,,0.01
40,Statement 4B,334.   World Bank Assistance to National Housing Bank,,,,,0.01,0.01,,,,,0.01,0.01
40,Statement 4B,335.   Support to Pradhan Mantri Jan Dhan Bima Yojana,,,,0.01,,0.01,,,,0.01,,0.01
40,Statement 4B,336.   Government Co-contribution to Atal Pension,338.69,,338.69,299.0,,299.0,273.0,,273.0,153.0,,153.0
40,Statement 4B,337.   Interest Subsidy to LIC for Pension Plan for Senior,116.08,,116.08,115.1,,115.1,45.05,,45.05,65.0,,65.0
40,Statement 4B,338.   Pradhan Mantri Jeevan Jyoti Bima Yojna and,,,,10.0,,10.0,5.0,,5.0,5.0,,5.0
40,Statement 4B,339.   Pradhan Mantri Vaya Vandan Yojana (PMVVY),135.66,,135.66,180.0,,180.0,152.77,,152.77,345.02,,345.02
40,Statement 4B,340.   Pradhan Mantri Mudra Yojana (PMMY)(through,,,,500.0,,500.0,500.0,,500.0,2500.0,,2500.0
40,Statement 4B,341.   Publicity and awareness for Pradhan Mantri Mudra,10.0,,10.0,10.0,,10.0,10.0,,10.0,5.0,,5.0
40,Statement 4B,342.   Stand-Up India (through NCGTC),,,,100.0,,100.0,100.0,,100.0,100.0,,100.0
40,Statement 4B,343.   Publicity and awareness for Stand-Up India and,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
40,Statement 4B,344.   Credit Guarantee Fund for Factoring (through,,,,0.01,,0.01,,,,0.01,,0.01
40,Statement 4B,345.   Assistance to National Credit Guarantee Trustee,,,,,,,4000.0,,4000.0,,,
41,Statement 4B,346. Loans for settlement of claims on invoking,,,,,,,,500.0,500.0,,1000.0,1000.0
41,Statement 4B,347. Loans for settlement of claims on invoking,,,,,,,,500.0,500.0,,,
41,Statement 4B,348. Subsidy to small Industries Development Bank of,,,,,,,1232.0,,1232.0,310.0,,310.0
41,Statement 4B,349. Capital Support to National Bank for Financing,,,,,,,,,,,20000.0,20000.0
41,Statement 4B,350. Compounded interest support scheme for loan,,,,,,,5500.0,,5500.0,,,
41,Statement 4B,Demand No. 42,811.02,,811.02,1300.0,,1300.0,858.0,,858.0,1753.0,,1753.0
41,Statement 4B,351. National Animal Disease Control Programme for,811.02,,811.02,1300.0,,1300.0,858.0,,858.0,,,
41,Statement 4B,352. Livestock Health and Disease Control Programme,,,,,,,,,,1470.0,,1470.0
41,Statement 4B,353.   Infrastructure Development Fund,,,,,,,,,,283.0,,283.0
41,Statement 4B,Demand No. 43,818.6,,818.6,1081.41,,1081.41,750.0,,750.0,700.0,,700.0
41,Statement 4B,354. Pradhan Mantri Kisan Sampada Yojana,818.6,,818.6,1081.41,,1081.41,750.0,,750.0,700.0,,700.0
41,Statement 4B,Demand No. 44,7095.41,1187.35,8282.76,8978.69,782.31,9761.0,19509.28,3658.29,23167.57,8622.65,1943.98,10566.63
41,Statement 4B,355. Pardhan Mantri Swasthya Suraksha Yojana,3552.66,1130.82,4683.48,5352.1,667.9,6020.0,5069.35,2447.9,7517.25,5153.13,1846.87,7000.0
41,Statement 4B,356.   National AIDS and STD Control Programme,2800.97,12.11,2813.08,2846.16,53.84,2900.0,2846.16,53.84,2900.0,2878.5,21.5,2900.0
41,Statement 4B,357.   Family Welfare Schemes,489.41,,489.41,600.0,,600.0,495.69,,495.69,387.15,,387.15
41,Statement 4B,358.   Establishment and strengthening of NCDC,19.57,3.46,23.03,37.0,15.0,52.0,26.6,15.0,41.6,40.0,21.44,61.44
41,Statement 4B,359.   National Pharmacovigilance Programme,7.79,,7.79,10.0,,10.0,8.01,,8.01,10.0,,10.0
41,Statement 4B,360.   Development of Nursing Services,39.78,,39.78,16.0,,16.0,14.68,,14.68,17.54,,17.54
41,Statement 4B,361.   Health Sector Disaster Preparedness and,166.39,39.88,206.27,85.78,44.22,130.0,36.83,0.55,37.38,77.18,52.82,130.0
42,Statement 4B,362.   National Organ Transplant Programme,11.42,1.08,12.5,31.65,1.35,33.0,6.0,,6.0,29.15,1.35,30.5
42,Statement 4B,363.   Impacting Research Innovation and Technology,7.42,,7.42,,,,,,,,,
42,Statement 4B,364.   COVID -19 Emergency Response and Health,,,,,,,10615.96,1141.0,11756.96,,,
42,Statement 4B,365.   Covid 19 vaccination for health care worker and,,,,,,,360.0,,360.0,,,
42,Statement 4B,366.   National Digital Health Mission - NHM,,,,,,,30.0,,30.0,30.0,,30.0
42,Statement 4B,Demand No. 45,219.68,,219.68,262.29,,262.29,2326.29,,2326.29,260.0,,260.0
42,Statement 4B,367. Setting up of nation wide network of laboratories,69.37,,69.37,83.0,,83.0,83.0,,83.0,82.0,,82.0
42,Statement 4B,368. Development of Infrastructure for Promotion of,72.5,,72.5,80.0,,80.0,74.0,,74.0,80.0,,80.0
42,Statement 4B,369. Development of tools/support to prevent outbreaks,6.0,,6.0,7.29,,7.29,12.26,,12.26,15.0,,15.0
42,Statement 4B,370. Human Resource and Capacity Development,71.81,,71.81,92.0,,92.0,57.03,,57.03,83.0,,83.0
42,Statement 4B,371.  COVID-19 Emergency Response and Health,,,,,,,2100.0,,2100.0,,,
42,Statement 4B,Demand No. 46,895.89,108.35,1004.24,881.25,300.0,1181.25,387.59,114.3,501.89,869.75,67.22,936.97
42,Statement 4B,372. National Automotive Testing and Research and,150.88,108.35,259.23,,300.0,300.0,,114.3,114.3,,67.22,67.22
42,Statement 4B,373. Scheme for Faster Adoption and Manufacturing of,500.0,,500.0,692.94,,692.94,318.36,,318.36,756.66,,756.66
42,Statement 4B,374. Development Council for Automobile and Allied,8.8,,8.8,15.0,,15.0,13.51,,13.51,15.0,,15.0
42,Statement 4B,375. Enhancement of Competitiveness in the Indian,102.17,,102.17,173.11,,173.11,55.52,,55.52,97.59,,97.59
42,Statement 4B,376. Research and Development project for,134.0,,134.0,,,,,,,,,
42,Statement 4B,377. Industry Associations and PSUs for undertaking,0.04,,0.04,0.2,,0.2,0.2,,0.2,0.5,,0.5
42,Statement 4B,Demand No. 47,8.55,,8.55,10.5,,10.5,5.6,,5.6,8.55,,8.55
42,Statement 4B,"378. Counselling, Retraining and Redeployment (CRR)",3.4,,3.4,4.5,,4.5,2.1,,2.1,3.4,,3.4
43,Statement 4B,"379.   Research, Development and Consultancy on",5.15,,5.15,6.0,,6.0,3.5,,3.5,5.15,,5.15
43,Statement 4B,Demand No. 48,2076.51,146.45,2222.96,1528.7,72.03,1600.73,1350.08,106.15,1456.23,1569.07,72.05,1641.12
43,Statement 4B,380. Relief and Rehabilitation for migrants and,730.37,,730.37,205.83,,205.83,258.56,,258.56,241.2,,241.2
43,Statement 4B,381. Freedom Fighters (pension and other benefits),856.52,,856.52,775.31,,775.31,761.31,,761.31,775.31,,775.31
43,Statement 4B,382.   Helicopter Services,106.75,,106.75,115.0,,115.0,86.0,,86.0,116.0,,116.0
43,Statement 4B,383.   Infrastructure for Disaster Management,,146.45,146.45,,72.03,72.03,,106.15,106.15,,72.05,72.05
43,Statement 4B,384.   National Cyclone Risk Mitigation Project,225.21,,225.21,296.27,,296.27,99.43,,99.43,296.27,,296.27
43,Statement 4B,385.   Other Disaster Management Schemes,127.94,,127.94,113.29,,113.29,121.78,,121.78,113.29,,113.29
43,Statement 4B,386.   Civic Action Programme and Media Plan,29.72,,29.72,23.0,,23.0,23.0,,23.0,27.0,,27.0
43,Statement 4B,Demand No. 50,385.11,6100.42,6485.53,1261.81,6035.64,7297.45,522.75,3139.02,3661.77,491.86,5642.7,6134.56
43,Statement 4B,"387. IVFRT (Immigration, Visa and Foreigners",77.31,,77.31,77.0,,77.0,77.0,,77.0,77.0,,77.0
43,Statement 4B,"388. BSF Air Wing, Aircrafts, River Boats and Helibase",35.7,98.04,133.74,36.64,112.66,149.3,21.25,33.5,54.75,31.13,109.02,140.15
43,Statement 4B,389.   Border Infrastructure and Management,216.62,1939.47,2156.09,208.14,1788.37,1996.51,205.62,1289.38,1495.0,208.93,1921.39,2130.32
43,Statement 4B,390.   Police Infrastructure,,4062.91,4062.91,,4134.61,4134.61,,1816.14,1816.14,,3612.29,3612.29
43,Statement 4B,391.   Narcotics Control Bureau,4.77,,4.77,5.0,,5.0,3.25,,3.25,5.0,,5.0
43,Statement 4B,392.   Schemes for Safety of Women,50.01,,50.01,855.23,,855.23,171.63,,171.63,100.0,,100.0
43,Statement 4B,393.   Indian Cyber Crime Coordination Centre,0.7,,0.7,79.8,,79.8,44.0,,44.0,69.8,,69.8
43,Statement 4B,Demand No. 59,2815.04,19304.99,22120.03,629.0,20859.01,21488.01,695.65,10162.42,10858.07,540.01,25634.01,26174.02
43,Statement 4B,394. Grants to Delhi Metro Rail Corporation,414.7,,414.7,,,,,,,,,
43,Statement 4B,395.   Metro Projects,,18161.99,18161.99,,17482.0,17482.0,,6483.59,6483.59,,18998.0,18998.0
43,Statement 4B,396.   Transport Planning and Capacity Building in Urban,57.38,,57.38,30.6,,30.6,29.01,,29.01,30.0,,30.0
43,Statement 4B,397.   National Capital Region Transport Corporation,274.25,,274.25,398.4,2089.0,2487.4,398.4,2089.0,2487.4,188.0,4284.0,4472.0
43,Statement 4B,398.   Residential,922.96,588.91,1511.87,,545.32,545.32,,567.15,567.15,,606.07,606.07
43,Statement 4B,399.   Non-residential,795.46,541.79,1337.25,,742.69,742.69,,1022.68,1022.68,,1745.94,1745.94
44,Statement 4B,400.   North Eastern Regional Urban Development,240.13,12.3,252.43,150.0,,150.0,125.0,,125.0,119.94,,119.94
44,Statement 4B,401.   Other projects in NER,110.16,,110.16,,,,,,,0.06,,0.06
44,Statement 4B,402.    Champion Services Sector Scheme - Nirman,,,,50.0,,50.0,1.0,,1.0,0.01,,0.01
44,Statement 4B,403. Prime Minister's Street Vendors' Atmanirbhar Nidhi,,,,,,,142.24,,142.24,200.0,,200.0
44,Statement 4B,404. Public Health Engineering (PHE) Sector,,,,,,,,,,2.0,,2.0
44,Statement 4B,Demand No. 60,603.14,4.29,607.43,726.44,13.56,740.0,340.33,6.4,346.73,619.43,12.62,632.05
44,Statement 4B,405. Prasar Bharati,235.4,,235.4,370.0,,370.0,173.9,,173.9,316.0,,316.0
44,Statement 4B,406.   Information,206.89,,206.89,220.0,,220.0,103.4,,103.4,188.0,,188.0
44,Statement 4B,407.   Films,121.89,2.87,124.76,131.94,13.56,145.5,60.91,6.4,67.31,111.59,12.62,124.21
44,Statement 4B,408.   Mass Communication,13.75,,13.75,,,,,,,,,
44,Statement 4B,409.   Strengthening of Broadcasting Activities,25.21,1.42,26.63,4.5,,4.5,2.12,,2.12,3.84,,3.84
44,Statement 4B,Demand No. 61,2121.76,307.37,2429.13,2363.05,382.98,2746.03,1830.43,135.96,1966.39,2138.26,317.76,2456.02
44,Statement 4B,410. National River Conservation Plan,1200.0,,1200.0,840.01,,840.01,800.0,,800.0,850.01,,850.01
44,Statement 4B,411.   Farakka Barrage Project,9.6,50.08,59.68,23.55,52.45,76.0,18.8,20.05,38.85,22.95,30.05,53.0
44,Statement 4B,412.   Emergent Flood Protection Works in Eastern and,,,,,0.01,0.01,,,,,,
44,Statement 4B,413.   Dam Rehabilitation and Improvement Programme,22.78,18.83,41.61,24.87,30.13,55.0,16.74,13.26,30.0,14.07,10.93,25.0
44,Statement 4B,414.   National Ganga Plan and Ghat Works,353.4,,353.4,800.01,,800.01,500.0,,500.0,600.01,,600.01
44,Statement 4B,415.   River Basin Management,148.41,0.45,148.86,199.25,0.75,200.0,148.9,0.1,149.0,198.4,0.6,199.0
44,Statement 4B,416.   Development of Water Resources Information,105.59,22.68,128.27,107.44,32.56,140.0,113.7,16.3,130.0,142.5,32.5,175.0
44,Statement 4B,417.   Ground Water Management and Regulation,71.67,167.65,239.32,85.77,189.23,275.0,58.5,66.5,125.0,82.0,193.0,275.0
44,Statement 4B,418.   National Hydrology Project,141.62,3.09,144.71,183.65,16.35,200.0,128.94,6.06,135.0,176.14,23.86,200.0
44,Statement 4B,419.   Research and Development and Implementation of,39.2,8.56,47.76,48.68,11.32,60.0,25.84,3.16,29.0,22.62,6.88,29.5
44,Statement 4B,420.   HRD/Capacity Building Programme,27.45,0.28,27.73,47.12,2.88,50.0,18.21,0.22,18.43,28.26,1.24,29.5
44,Statement 4B,421.   Infrastructure Development,2.04,35.75,37.79,2.7,47.3,50.0,0.8,10.31,11.11,1.3,18.7,20.0
45,Statement 4B,Demand No. 63,6074.35,20.33,6094.68,8724.1,1.0,8725.1,11669.9,0.2,11670.1,11673.6,0.5,11674.1
45,Statement 4B,422. Labour and Employment Statistical System (LESS),17.73,,17.73,25.0,,25.0,27.0,,27.0,150.0,,150.0
45,Statement 4B,"423.   Machinery for Better Conciliation, Preventive",15.3,14.43,29.73,,,,,,,,,
45,Statement 4B,424.   Strengthening and Development of DGFASLI,5.19,4.29,9.48,,,,,,,,,
45,Statement 4B,425.   Strengthening of System and Infrastructure of,10.22,1.05,11.27,,,,,,,,,
45,Statement 4B,426.   Labour Welfare Scheme,134.5,0.56,135.06,149.0,1.0,150.0,99.8,0.2,100.0,149.5,0.5,150.0
45,Statement 4B,427.   Creation of National Platform of Unorganized,0.15,,0.15,50.0,,50.0,50.0,,50.0,,,
45,Statement 4B,428.   Bima Yojana for Unorganised Workers,190.0,,190.0,200.0,,200.0,1.0,,1.0,0.1,,0.1
45,Statement 4B,"429.   Employees Pension Scheme, 1995",5096.67,,5096.67,7457.0,,7457.0,7457.0,,7457.0,7364.0,,7364.0
45,Statement 4B,430.   Social Security for Plantation Workers in Assam,19.04,,19.04,40.0,,40.0,40.0,,40.0,60.0,,60.0
45,Statement 4B,431.   Incentive for Entities for providing Maternity,,,,0.1,,0.1,,,,,,
45,Statement 4B,432.   Pradhan Mantri Shram Yogi Maandhan,352.2,,352.2,500.0,,500.0,330.0,,330.0,400.0,,400.0
45,Statement 4B,433.   Pradhan Mantri Karam Yogi Maandhan,155.87,,155.87,180.0,,180.0,15.0,,15.0,150.0,,150.0
45,Statement 4B,434.   Seeding and Authentication of Aadhaar number of,,,,3.0,,3.0,0.1,,0.1,,,
45,Statement 4B,435.   Pradhan Mantri Gareeb Kalyan Yojana,,,,,,,2600.0,,2600.0,,,
45,Statement 4B,436.   Aatmanirbhar Bharat Rojgar Yojana,,,,,,,1000.0,,1000.0,3130.0,,3130.0
45,Statement 4B,437.   National Child Labour Project including grants in,77.48,,77.48,120.0,,120.0,50.0,,50.0,120.0,,120.0
45,Statement 4B,438.   National database for Unorganized Workers,,,,,,,,,,150.0,,150.0
45,Statement 4B,Demand No. 64,209.42,,209.42,285.73,,285.73,215.0,,215.0,138.82,,138.82
45,Statement 4B,439. Action Research and Studies on Judicial Reforms,30.16,,30.16,35.73,,35.73,35.0,,35.0,,,
45,Statement 4B,440.   Designing Innovative Solutions for Holistic Access,,,,,,,,,,40.0,,40.0
45,Statement 4B,441.   e-Courts Phase II,179.26,,179.26,250.0,,250.0,180.0,,180.0,98.82,,98.82
46,Statement 4B,Demand No. 67,6649.12,15.13,6664.25,7220.46,59.0,7279.46,5414.47,190.0,5604.47,15259.21,370.0,15629.21
46,Statement 4B,442. Khadi Grant (KG),370.51,,370.51,383.6,,383.6,222.17,,222.17,350.0,,350.0
46,Statement 4B,443.   Market Promotion and Development Assistance,103.33,,103.33,,,,,,,,,
46,Statement 4B,444.   Scheme for Fund for Regeneration of Traditional,181.81,,181.81,464.85,,464.85,300.0,,300.0,170.0,,170.0
46,Statement 4B,445.   Coir Vikas Yojana,70.89,,70.89,103.87,,103.87,80.7,,80.7,80.0,,80.0
46,Statement 4B,446.   Coir Udyami Yojana,1.96,,1.96,,,,,,,,,
46,Statement 4B,447.   Loans to Khadi Village and Coir Industries,,0.15,0.15,,0.7,0.7,,,,,,
46,Statement 4B,448.   Solar Charkha Mission,46.05,,46.05,100.0,,100.0,0.04,,0.04,5.04,,5.04
46,Statement 4B,449.   Khadi Vikas Yojana,361.03,,361.03,370.0,,370.0,258.44,,258.44,250.0,,250.0
46,Statement 4B,450.   Gramodyog Vikas Yojana,80.65,,80.65,102.92,,102.92,37.35,,37.35,50.0,,50.0
46,Statement 4B,"451.   ASPIRE (Promotion of Innovation, Rural Industry",1.38,,1.38,30.0,,30.0,15.0,,15.0,15.0,,15.0
46,Statement 4B,452.   Credit Linked Capital Subsidy and Technology,758.41,,758.41,653.91,,653.91,1080.67,,1080.67,315.31,,315.31
46,Statement 4B,453.   Prime Minister Employment Generation,2464.44,,2464.44,2500.0,,2500.0,1650.0,,1650.0,2000.0,,2000.0
46,Statement 4B,454.   Credit Support Programme,555.15,,555.15,100.0,,100.0,0.04,,0.04,0.04,,0.04
46,Statement 4B,455.   Interest Subvention Scheme for Incremental Credit,350.0,,350.0,200.0,,200.0,350.0,,350.0,199.66,,199.66
46,Statement 4B,456.   Distressed Assets Fund,,,,,,,227.41,,227.41,300.0,,300.0
46,Statement 4B,457.   Guarantee Emergency Credit Line (GECL) facility,,,,,,,,,,10000.0,,10000.0
46,Statement 4B,458.   Procurement and Marketing Support Scheme,79.88,,79.88,54.59,,54.59,24.96,,24.96,24.96,,24.96
46,Statement 4B,459.   Marketing Assistance Scheme (MAS),,,,0.04,,0.04,,,,,,
46,Statement 4B,460.   International Cooperation Scheme,6.9,,6.9,20.0,,20.0,2.0,,2.0,15.0,,15.0
46,Statement 4B,461.   Mahatma Gandhi Institute for Rural,10.0,,10.0,11.0,,11.0,7.28,,7.28,7.5,,7.5
46,Statement 4B,462.   Promotional Services Institutions and Programme,255.77,,255.77,258.92,,258.92,148.34,,148.34,176.7,,176.7
46,Statement 4B,"463.   Information, Education and Communication",3.58,,3.58,6.55,,6.55,4.35,,4.35,6.72,,6.72
46,Statement 4B,464.   Assistance to Training Institutions,29.66,,29.66,30.0,,30.0,24.0,,24.0,30.0,,30.0
46,Statement 4B,465.   MSME Fund,,,,50.0,,50.0,0.01,,0.01,0.01,,0.01
47,Statement 4B,466.   Fund of Funds,,,,200.0,,200.0,,150.0,150.0,,350.0,350.0
47,Statement 4B,467.   Infrastructure Development and Capacity Building,435.91,,435.91,801.7,,801.7,455.5,,455.5,507.63,,507.63
47,Statement 4B,468.   Establishment of New Technology Centres,128.0,,128.0,200.0,,200.0,85.96,,85.96,300.0,,300.0
47,Statement 4B,469.   Infrastructure Development and Capacity Building-,266.22,,266.22,400.0,,400.0,315.1,,315.1,280.0,,280.0
47,Statement 4B,470.   Construction of Office Accomodation- Capital,,14.98,14.98,,58.3,58.3,,40.0,40.0,,20.0,20.0
47,Statement 4B,471.   Database Research Evaluation and Other Office,7.95,,7.95,27.25,,27.25,3.89,,3.89,23.64,,23.64
47,Statement 4B,"472.   Survey, Studies and Policy Research",,,,1.26,,1.26,1.26,,1.26,2.0,,2.0
47,Statement 4B,473.    National Schedule Caste/Schedule Tribe Hub,79.64,,79.64,150.0,,150.0,120.0,,120.0,150.0,,150.0
47,Statement 4B,Demand No. 69,2493.62,160.0,2653.62,3050.0,160.0,3210.0,2793.2,110.0,2903.2,2863.0,153.0,3016.0
47,Statement 4B,474. Quami Waqf Board Taraqqiati Scheme and Sahari,14.98,,14.98,21.0,,21.0,12.0,,12.0,16.0,,16.0
47,Statement 4B,475. Education Empowerment,2175.65,,2175.65,2530.0,,2530.0,2420.0,,2420.0,2381.0,,2381.0
47,Statement 4B,476.   Skill Development and Livelihoods,273.46,160.0,433.46,442.0,160.0,602.0,317.0,110.0,427.0,420.0,153.0,573.0
47,Statement 4B,477.   Special Programmes of Minorities,29.53,,29.53,57.0,,57.0,44.2,,44.2,46.0,,46.0
47,Statement 4B,Demand No. 70,3417.39,,3417.39,5646.5,,5646.5,3343.21,,3343.21,5645.28,,5645.28
47,Statement 4B,478. Wind Power,1026.0,,1026.0,1299.35,,1299.35,1059.35,,1059.35,1100.0,,1100.0
47,Statement 4B,479.   Small Hydro Power,75.25,,75.25,100.0,,100.0,47.5,,47.5,90.0,,90.0
47,Statement 4B,480.   Bio Power,4.5,,4.5,75.0,,75.0,14.15,,14.15,120.0,,120.0
47,Statement 4B,481.   Solar Power,1535.35,,1535.35,2149.65,,2149.65,1254.1,,1254.1,2369.13,,2369.13
47,Statement 4B,482.   Kisan Urja Suraksha evam Utthaan Mahabhiyan,,,,300.0,,300.0,30.0,,30.0,221.0,,221.0
47,Statement 4B,483.   Green Energy Corridors,52.61,,52.61,300.0,,300.0,160.0,,160.0,300.0,,300.0
47,Statement 4B,484.   Externally Aided Project (EAP) - Component,0.4,,0.4,1.0,,1.0,,,,,,
47,Statement 4B,485.   Interest Payment and Issuing Expenses on the,124.35,,124.35,125.0,,125.0,124.38,,124.38,124.35,,124.35
47,Statement 4B,486.   Wind Power,,,,3.01,,3.01,3.01,,3.01,,,
47,Statement 4B,487.   Small Hydro Power,2.02,,2.02,2.0,,2.0,2.0,,2.0,2.0,,2.0
47,Statement 4B,488.   Bio Power,0.97,,0.97,53.0,,53.0,14.23,,14.23,70.0,,70.0
48,Statement 4B,489.   Solar Power,460.32,,460.32,366.14,,366.14,312.14,,312.14,237.0,,237.0
48,Statement 4B,490.   Kisan Urja Suraksha evam Utthaan,,,,700.0,,700.0,180.0,,180.0,776.3,,776.3
48,Statement 4B,491.   Biogas Programme,35.93,,35.93,60.0,,60.0,46.5,,46.5,95.0,,95.0
48,Statement 4B,492.   Other Renewable Energy Applications (Solar,0.22,,0.22,0.05,,0.05,0.05,,0.05,0.2,,0.2
48,Statement 4B,493.   Research and Development,15.0,,15.0,20.0,,20.0,49.0,,49.0,75.0,,75.0
48,Statement 4B,494.   Monitoring/Evaluation and Other Studies,,,,0.3,,0.3,0.1,,0.1,0.3,,0.3
48,Statement 4B,495.   Information Technology/e-Governance and other,0.54,,0.54,,,,,,,,,
48,Statement 4B,"496.   Information, Education and Communications",5.46,,5.46,10.0,,10.0,4.7,,4.7,8.0,,8.0
48,Statement 4B,497.   International Relations - International Co-operation,16.36,,16.36,22.0,,22.0,22.0,,22.0,20.0,,20.0
48,Statement 4B,498.   Human Resources Development and Training,62.11,,62.11,60.0,,60.0,20.0,,20.0,37.0,,37.0
48,Statement 4B,Demand No. 71,6.3,,6.3,10.2,,10.2,92.03,,92.03,215.2,,215.2
48,Statement 4B,499. Action Research,0.91,,0.91,2.0,,2.0,2.0,,2.0,3.0,,3.0
48,Statement 4B,500.   International Contribution,0.14,,0.14,0.2,,0.2,0.16,,0.16,0.2,,0.2
48,Statement 4B,501.   Media and Publicity,5.25,,5.25,8.0,,8.0,10.22,,10.22,12.0,,12.0
48,Statement 4B,502.   Svamitva,,,,,,,79.65,,79.65,200.0,,200.0
48,Statement 4B,Demand No. 73,115.17,29.87,145.04,139.7,50.3,190.0,66.14,46.23,112.37,107.31,91.01,198.32
48,Statement 4B,503. Training Schemes,97.61,29.87,127.48,104.7,50.3,155.0,48.11,46.23,94.34,87.31,91.01,178.32
48,Statement 4B,504.   Administrative Reforms and Pensioners' Scheme,17.56,,17.56,35.0,,35.0,18.03,,18.03,20.0,,20.0
48,Statement 4B,Demand No. 75,42163.2,529.54,42692.74,41895.44,907.0,42802.44,40196.07,2613.01,42809.08,15268.0,427.0,15695.0
48,Statement 4B,505. Payment of differential royalty to State,1962.31,,1962.31,43.2,,43.2,23.2,,23.2,24.0,,24.0
48,Statement 4B,506. Indian Strategic Petroleum Reserve Limited,,,,,10.0,10.0,,0.01,0.01,,210.0,210.0
48,Statement 4B,507. Payment to Indian Strategic Petroleum Reserve,,,,,690.0,690.0,,2550.0,2550.0,,,
49,Statement 4B,508.   Payment to ISPRL for Strategic Crude Oil Reserve,120.0,,120.0,155.0,,155.0,178.24,,178.24,186.34,,186.34
49,Statement 4B,509.   Pradhan Mantri JI-VAN Yojna,,,,53.0,,53.0,31.8,,31.8,233.31,,233.31
49,Statement 4B,510.   National Bio-Fuel Fund,,,,1.0,,1.0,0.01,,0.01,1.0,,1.0
49,Statement 4B,511.   Direct Benefit Transfer - LPG,29627.76,,29627.76,35605.0,,35605.0,25520.79,,25520.79,12480.0,,12480.0
49,Statement 4B,512.   LPG Connection to Poor Households,3724.0,,3724.0,1118.0,,1118.0,9690.0,,9690.0,,,
49,Statement 4B,513.   Other subsidy payable including for North Eastern,643.1,,643.1,457.21,,457.21,498.0,,498.0,450.0,,450.0
49,Statement 4B,514.   Feedstock Subsidy to BCPL/Assam Gas Cracker,,,,,,,265.04,,265.04,1078.35,,1078.35
49,Statement 4B,515.   Project Management Expenditure,91.0,,91.0,76.0,,76.0,98.64,,98.64,65.0,,65.0
49,Statement 4B,516.   Cash Incentives for Kerosene Distribution Reforms,257.0,,257.0,442.0,,442.0,266.0,,266.0,,,
49,Statement 4B,517.   Direct Benefit Transfer- Kerosene,127.92,,127.92,41.0,,41.0,39.0,,39.0,,,
49,Statement 4B,518.   Under-recovery (other Subsidy Payable),4058.0,,4058.0,3176.0,,3176.0,2677.32,,2677.32,,,
49,Statement 4B,519.   Phulpur Dhamra Haldia Pipeline Project,1552.11,,1552.11,728.03,,728.03,728.03,,728.03,250.0,,250.0
