page,pdf_page,statement,ministry_department,expenditure_category,category_number,actuals_2020_2021_revenue,actuals_2020_2021_capital,actuals_2020_2021_total,BE_2021_2022_revenue,BE_2021_2022_capital,BE_2021_2022_total,RE_2021_2022_revenue,RE_2021_2022_capital,RE_2021_2022_total,BE_2022_2023_revenue,BE_2022_2023_capital,BE_2022_2023_total
16,20,Statement 3,Department of Scientific and Industrial Research,Establishment Expenditure of the Centre,2,11.76,3.5,15.26,17.0,20.0,37.0,14.0,10.0,24.0,17.7,10.0,27.7
16,20,Statement 3,Department of Scientific and Industrial Research,Other Central Sector Expenditure,3,4161.51,0.12,4161.63,5151.77,0.5,5152.27,5241.22,0.5,5241.72,5569.26,0.5,5569.76
16,20,Statement 3,Ministry of Skill Development and Entrepreneurship,Total Ministry/Department,,2551.24,74.17,2625.41,2711.53,73.7,2785.23,2701.53,83.7,2785.23,2847.54,151.46,2999.0
16,20,Statement 3,Ministry of Skill Development and Entrepreneurship,Centrally Sponsored Schemes,1,2372.61,0.02,2372.63,2504.83,0.17,2505.0,2453.3,0.17,2453.47,2613.07,0.17,2613.24
16,20,Statement 3,Ministry of Skill Development and Entrepreneurship,Establishment Expenditure of the Centre,2,185.57,74.15,259.72,206.7,73.53,280.23,248.23,83.53,331.76,234.47,151.29,385.76
16,20,Statement 3,Ministry of Skill Development and Entrepreneurship,Other Central Sector Expenditure,3,-6.94,,-6.94,,,,,,,,,
16,20,Statement 3,Department of Social Justice and Empowerment,Total Ministry/Department,,7965.03,100.0,8065.03,10147.62,370.0,10517.62,10085.0,95.0,10180.0,11687.51,235.0,11922.51
16,20,Statement 3,Department of Social Justice and Empowerment,Central Sector Schemes/Projects,1,454.51,,454.51,1275.0,120.0,1395.0,656.4,90.0,746.4,859.5,110.0,969.5
16,20,Statement 3,Department of Social Justice and Empowerment,Centrally Sponsored Schemes,2,7374.6,,7374.6,8705.62,,8705.62,9251.6,,9251.6,10641.01,,10641.01
17,21,Statement 3,Department of Social Justice and Empowerment,Establishment Expenditure of the Centre,3,81.04,,81.04,121.0,,121.0,121.0,,121.0,127.0,,127.0
17,21,Statement 3,Department of Social Justice and Empowerment,Other Central Sector Expenditure,4,54.88,100.0,154.88,46.0,250.0,296.0,56.0,5.0,61.0,60.0,125.0,185.0
17,21,Statement 3,Department of Empowerment of Persons with Disabilities,Total Ministry/Department,,852.52,,852.52,1171.76,0.01,1171.77,1044.31,,1044.31,1212.41,0.01,1212.42
17,21,Statement 3,Department of Empowerment of Persons with Disabilities,Central Sector Schemes/Projects,1,506.93,,506.93,709.77,,709.77,572.31,,572.31,740.39,,740.39
17,21,Statement 3,Department of Empowerment of Persons with Disabilities,Establishment Expenditure of the Centre,2,23.46,,23.46,34.06,,34.06,34.0,,34.0,40.5,,40.5
17,21,Statement 3,Department of Empowerment of Persons with Disabilities,Other Central Sector Expenditure,3,322.13,,322.13,427.93,0.01,427.94,438.0,,438.0,431.52,0.01,431.53
17,21,Statement 3,Department of Space,Total Ministry/Department,,4840.45,4633.96,9474.41,5720.46,8228.63,13949.09,5720.46,6921.54,12642.0,6234.4,7465.6,13700.0
17,21,Statement 3,Department of Space,Central Sector Schemes/Projects,1,4063.63,4614.98,8678.61,4810.37,7520.75,12331.12,4770.08,6168.84,10938.92,5193.7,7448.3,12642.0
17,21,Statement 3,Department of Space,Establishment Expenditure of the Centre,2,154.88,21.51,176.39,178.59,7.88,186.47,197.83,8.17,206.0,242.7,16.3,259.0
17,21,Statement 3,Department of Space,Other Central Sector Expenditure,3,621.94,-2.53,619.41,731.5,700.0,1431.5,752.55,744.53,1497.08,798.0,1.0,799.0
17,21,Statement 3,Ministry of Statistics and Programme Implementation,Total Ministry/Department,,2420.38,2.88,2423.26,1396.09,13.04,1409.13,3721.17,15.83,3737.0,5378.08,20.0,5398.08
17,21,Statement 3,Ministry of Statistics and Programme Implementation,Central Sector Schemes/Projects,1,1751.84,2.88,1754.72,633.94,13.04,646.98,2964.67,15.83,2980.5,4507.11,20.0,4527.11
17,21,Statement 3,Ministry of Statistics and Programme Implementation,Establishment Expenditure of the Centre,2,682.92,,682.92,762.15,,762.15,756.5,,756.5,870.97,,870.97
17,21,Statement 3,Ministry of Statistics and Programme Implementation,Other Central Sector Expenditure,3,-14.38,,-14.38,,,,,,,,,
17,21,Statement 3,Ministry of Steel,Total Ministry/Department,,74.31,,74.31,39.25,,39.25,43.0,,43.0,47.0,,47.0
17,21,Statement 3,Ministry of Steel,Central Sector Schemes/Projects,1,0.54,,0.54,5.0,,5.0,4.81,,4.81,4.49,,4.49
17,21,Statement 3,Ministry of Steel,Establishment Expenditure of the Centre,2,29.06,,29.06,32.78,,32.78,36.73,,36.73,40.51,,40.51
17,21,Statement 3,Ministry of Steel,Other Central Sector Expenditure,3,44.71,,44.71,1.47,,1.47,1.46,,1.46,2.0,,2.0
17,21,Statement 3,Ministry of Textiles,Total Ministry/Department,,3061.36,48.09,3109.45,3591.61,40.03,3631.64,11408.81,40.51,11449.32,12357.11,25.03,12382.14
17,21,Statement 3,Ministry of Textiles,Central Sector Schemes/Projects,1,3020.69,48.09,3068.78,3404.61,40.0,3444.61,11222.93,40.48,11263.41,12011.92,5.0,12016.92
17,21,Statement 3,Ministry of Textiles,Establishment Expenditure of the Centre,2,78.19,,78.19,102.0,,102.0,100.88,,100.88,317.18,20.0,337.18
17,21,Statement 3,Ministry of Textiles,Other Central Sector Expenditure,3,-37.52,,-37.52,85.0,0.03,85.03,85.0,0.03,85.03,28.01,0.03,28.04
17,21,Statement 3,Ministry of Tourism,Total Ministry/Department,,1096.82,,1096.82,2026.77,,2026.77,969.8,,969.8,2400.0,,2400.0
17,21,Statement 3,Ministry of Tourism,Central Sector Schemes/Projects,1,992.15,,992.15,1895.4,,1895.4,846.23,,846.23,2270.34,,2270.34
17,21,Statement 3,Ministry of Tourism,Centrally Sponsored Schemes,2,6.25,,6.25,5.27,,5.27,5.27,,5.27,5.27,,5.27
17,21,Statement 3,Ministry of Tourism,Establishment Expenditure of the Centre,3,98.42,,98.42,126.1,,126.1,118.3,,118.3,124.39,,124.39
17,21,Statement 3,Ministry of Tribal Affairs,Total Ministry/Department,,5494.51,,5494.51,7524.85,0.02,7524.87,6181.3,,6181.3,8401.92,50.0,8451.92
17,21,Statement 3,Ministry of Tribal Affairs,Central Sector Schemes/Projects,1,1489.42,,1489.42,1831.03,0.02,1831.05,1428.74,,1428.74,2895.53,50.0,2945.53
17,21,Statement 3,Ministry of Tribal Affairs,Centrally Sponsored Schemes,2,3172.12,,3172.12,4303.01,,4303.01,3797.72,,3797.72,4111.38,,4111.38
17,21,Statement 3,Ministry of Tribal Affairs,Establishment Expenditure of the Centre,3,32.97,,32.97,40.8,,40.8,54.84,,54.84,45.0,,45.0
18,22,Statement 3,Ministry of Tribal Affairs,Other Grants/Loans/Transfers,4,800.0,,800.0,1350.01,,1350.01,900.0,,900.0,1350.01,,1350.01
18,22,Statement 3,Ministry of Women and Child Development,Total Ministry/Department,,19230.58,0.48,19231.06,24430.0,5.0,24435.0,23198.0,2.0,23200.0,25170.28,2.0,25172.28
18,22,Statement 3,Ministry of Women and Child Development,Centrally Sponsored Schemes,1,19007.7,0.48,19008.18,24157.0,5.0,24162.0,22958.29,2.0,22960.29,24937.35,2.0,24939.35
18,22,Statement 3,Ministry of Women and Child Development,Establishment Expenditure of the Centre,2,54.72,,54.72,77.8,,77.8,69.48,,69.48,73.1,,73.1
18,22,Statement 3,Ministry of Women and Child Development,Other Central Sector Expenditure,3,168.16,,168.16,195.2,,195.2,170.23,,170.23,159.83,,159.83
18,22,Statement 3,Ministry of Youth Affairs and Sports,Total Ministry/Department,,1748.45,,1748.45,2549.41,46.73,2596.14,2754.52,2.5,2757.02,3057.28,5.32,3062.6
18,22,Statement 3,Ministry of Youth Affairs and Sports,Central Sector Schemes/Projects,1,778.43,,778.43,1395.01,3.0,1398.01,1566.5,2.5,1569.0,1827.18,5.32,1832.5
18,22,Statement 3,Ministry of Youth Affairs and Sports,Establishment Expenditure of the Centre,2,29.66,,29.66,36.0,,36.0,35.02,,35.02,39.1,,39.1
18,22,Statement 3,Ministry of Youth Affairs and Sports,Other Central Sector Expenditure,3,940.36,,940.36,1118.4,43.73,1162.13,1153.0,,1153.0,1191.0,,1191.0
18,22,Statement 3,Grand Total,Statement 3 aggregate,,3083518.99,426317.39,3509836.38,2928999.89,554235.74,3483235.63,3167288.43,602711.3,3769999.73,3194662.9,750245.77,3944908.67
18,22,Statement 3,Central Sector Schemes/Projects,Statement 3 aggregate,,968810.82,388006.47,1356817.29,607968.41,443735.0,1051703.41,718124.25,476953.33,1195077.58,622308.81,558775.44,1181084.25
18,22,Statement 3,Centrally Sponsored Schemes,Statement 3 aggregate,,383952.49,23.2,383975.69,381235.45,69.1,381304.55,415305.23,45.58,415350.81,442771.63,9.56,442781.19
18,22,Statement 3,Establishment Expenditure of the Centre,Statement 3 aggregate,,588042.14,6407.24,594449.38,600756.99,8257.12,609014.11,691357.36,9183.65,700541.01,680191.56,12022.59,692214.15
18,22,Statement 3,Finance Commission Grants,Statement 3 aggregate,,184062.5,,184062.5,220843.0,,220843.0,211065.0,,211065.0,192108.0,,192108.0
18,22,Statement 3,Other Central Sector Expenditure,Statement 3 aggregate,,786182.53,12091.85,798274.38,923883.62,88002.77,1011886.39,926920.05,94710.48,1021630.53,1066775.61,66037.42,1132813.03
18,22,Statement 3,Other Grants/Loans/Transfers,Statement 3 aggregate,,172468.51,19788.63,192257.14,194312.42,14171.75,208484.17,204516.54,21818.26,226334.8,190507.29,113400.76,303908.05
